,chembl_id,atc_code
1191,CHEMBL1200592,H02AA03
1193,CHEMBL1615487,V08AC01
1195,CHEMBL1491306,H03BA03
1196,CHEMBL15023,N05AD02
1198,CHEMBL1504,A01AC01
1199,CHEMBL1504,C05AA12
1200,CHEMBL1504,D07AB09
1201,CHEMBL1504,D07XB02
1202,CHEMBL1504,H02AB08
1203,CHEMBL1504,R01AD11
1204,CHEMBL1504,R03BA06
1205,CHEMBL1504,S01BA05
1206,CHEMBL1565476,M01AX04
1208,CHEMBL1619528,A03AB14
1209,CHEMBL1619785,J01CA15
1211,CHEMBL1623992,A03AA30
1213,CHEMBL1651990,D01AC12
1214,CHEMBL1651990,G01AF12
1217,CHEMBL167150,P02BB01
1219,CHEMBL1449676,G01AF06
1220,CHEMBL1449676,J01XD03
1221,CHEMBL1449676,P01AB03
1225,CHEMBL1371770,N04BC08
1227,CHEMBL1364144,D07AA01
1228,CHEMBL1364144,D10AA02
1229,CHEMBL1364144,H02AB04
1230,CHEMBL1322884,P03AC03
1232,CHEMBL1322884,P03AC53
1233,CHEMBL1292,J04BA01
1234,CHEMBL126224,N06AA13
1236,CHEMBL1257015,B01AC03
1238,CHEMBL1237072,J01FA13
1240,CHEMBL1222250,B05CX01
1241,CHEMBL1222250,V04CA02
1242,CHEMBL1222250,V06DC01
1244,CHEMBL1222250,C05BB56
1247,CHEMBL1201304,V04CX01
1248,CHEMBL435966,P01AB06
1250,CHEMBL1096882,L01BB05
1252,CHEMBL2107112,A07EA05
1253,CHEMBL2107112,R01AD07
1255,CHEMBL2107112,R01AD57
1257,CHEMBL2106261,B01AA08
1259,CHEMBL2106825,G03DB03
1261,CHEMBL2109188,R02AB03
1262,CHEMBL2110774,D04AA34
1263,CHEMBL2110774,R06AA06
1266,CHEMBL2110774,R06AA56
1267,CHEMBL218394,J05AP03
1269,CHEMBL2354773,M01CB04
1270,CHEMBL251634,C05AA08
1271,CHEMBL251634,D07AC05
1272,CHEMBL251634,D07XC05
1273,CHEMBL251634,H02AB03
1278,CHEMBL2104306,B01AC01
1280,CHEMBL2051960,B02BX02
1281,CHEMBL266195,C07AA01
1283,CHEMBL1763,C03AA02
1285,CHEMBL1763,C03AH02
1286,CHEMBL163672,C01DX05
1288,CHEMBL1651905,V08AC02
1290,CHEMBL1738,V03AF02
1292,CHEMBL1743259,N06AB09
1293,CHEMBL1790041,A02BA02
1294,CHEMBL1908364,N04AA08
1296,CHEMBL1885437,R05CB04
1298,CHEMBL1899801,V08DA03
1300,CHEMBL1908315,G02AD03
1302,CHEMBL285802,N05AX11
1304,CHEMBL457299,A06AD15
1311,CHEMBL457299,A06AD65
1312,CHEMBL908,N05AF03
1314,CHEMBL7010,N06BA06
1316,CHEMBL830,D11AX16
1317,CHEMBL830,P01CX03
1320,CHEMBL861,N03AB04
1322,CHEMBL861,N03AB54
1323,CHEMBL867,V08AC06
1325,CHEMBL86882,C01CA01
1327,CHEMBL86882,C01CA51
1328,CHEMBL91238,N06AF06
1330,CHEMBL591,N05CM08
1332,CHEMBL92401,N06AF05
1334,CHEMBL93077,N06BX17
1336,CHEMBL95,N06DA01
1338,CHEMBL970,N05BA13
1340,CHEMBL607710,D01AE07
1341,CHEMBL56367,M01AX17
1342,CHEMBL56367,M02AA26
1345,CHEMBL306700,N06AX09
1347,CHEMBL318153,D06BB09
1349,CHEMBL3186538,J01DB11
1351,CHEMBL329203,R01AA02
1353,CHEMBL3707306,M05BX03
1354,CHEMBL3989849,A03BB04
1355,CHEMBL54661,N05AF01
1357,CHEMBL450,N03AA30
1359,CHEMBL461332,D07AC02
1360,CHEMBL509924,D07AC06
1361,CHEMBL509924,D07XC04
1364,CHEMBL528,J01DD07
1365,CHEMBL529888,A10BB04
1366,CHEMBL1025,S01EB07
1368,CHEMBL87708,N06AA07
1370,CHEMBL88055,R03AC05
1371,CHEMBL95889,A16AA06
1372,CHEMBL1008,C08EA02
1374,CHEMBL1013,J01DC08
1375,CHEMBL1094982,C04AC03
1376,CHEMBL71752,N06BX18
1378,CHEMBL1096,A01AD07
1379,CHEMBL1096,R03DX01
1382,CHEMBL1170,G03BA03
1384,CHEMBL1197051,C04AA01
1386,CHEMBL1200368,V04CK03
1387,CHEMBL1200623,A14AB02
1389,CHEMBL73451,R06AD07
1391,CHEMBL15891,P03AB02
1392,CHEMBL501613,N05CM15
1394,CHEMBL501613,N05CX03
1395,CHEMBL460287,L01AG01
1397,CHEMBL462394,V08AB01
1399,CHEMBL46399,N02AD02
1400,CHEMBL473159,A03AX12
1402,CHEMBL499915,A02BX01
1403,CHEMBL499915,A02BX51
1405,CHEMBL499915,A02BX71
1406,CHEMBL600325,C01AB01
1407,CHEMBL600325,C01AB51
1409,CHEMBL503160,D05AX01
1411,CHEMBL506569,C01AA06
1413,CHEMBL517199,C03BA10
1415,CHEMBL545,D08AX08
1416,CHEMBL545,V03AB16
1417,CHEMBL545,V03AZ01
1421,CHEMBL567597,P01BE01
1422,CHEMBL1200737,R07AA01
1424,CHEMBL1200761,G03CA06
1426,CHEMBL1200790,N05CE02
1428,CHEMBL1378,R06AD03
1430,CHEMBL1289,D01AE11
1432,CHEMBL132530,L02BG02
1434,CHEMBL1328913,N06AA18
1436,CHEMBL1330792,A07AX02
1437,CHEMBL1330792,G01AB01
1438,CHEMBL1330792,P01CD02
1442,CHEMBL1200845,D07AD02
1444,CHEMBL1525826,J01ED02
1446,CHEMBL1577,C03AA08
1448,CHEMBL1589,A10BB31
1450,CHEMBL1252,L02BX01
1452,CHEMBL1237054,L01DC02
1453,CHEMBL1229908,R07AB04
1455,CHEMBL1222251,A11HA07
1456,CHEMBL1214185,J01FA06
1457,CHEMBL1208,J01MB06
1459,CHEMBL1201354,A03AB08
1460,CHEMBL1201340,A03AB15
1461,CHEMBL1201327,V08AA07
1463,CHEMBL1201317,N05CM07
1465,CHEMBL1201313,R05DB10
1467,CHEMBL1201301,V08CA05
1468,CHEMBL1201295,R03AC17
1470,CHEMBL1200907,H02CA01
1472,CHEMBL1200853,G03DB01
1474,CHEMBL1103,G01AX06
1475,CHEMBL559288,N02AC03
1477,CHEMBL666,J05AD01
1478,CHEMBL657,D04AA32
1479,CHEMBL657,R06AA02
1481,CHEMBL657,R06AA52
1483,CHEMBL658,N01AH03
1485,CHEMBL659,N06DA04
1487,CHEMBL660,N04BB01
1489,CHEMBL661,N05BA12
1491,CHEMBL6622,C01DA08
1492,CHEMBL6622,C05AE02
1495,CHEMBL6622,C01DA58
1496,CHEMBL667,S01EB09
1497,CHEMBL655,N05CD08
1499,CHEMBL668,N06AA11
1501,CHEMBL669,M03BX08
1503,CHEMBL671,L01AC01
1505,CHEMBL673,C02KC01
1507,CHEMBL679,A01AD01
1508,CHEMBL679,B02BC09
1509,CHEMBL679,C01CA24
1510,CHEMBL679,R01AA14
1511,CHEMBL679,R03AA01
1512,CHEMBL679,S01EA01
1514,CHEMBL679,S01EA51
1520,CHEMBL679,R03AK01
1521,CHEMBL680,J01DC04
1522,CHEMBL682,P01BA06
1524,CHEMBL64391,J02AC02
1525,CHEMBL637,N06AX16
1527,CHEMBL638,J02AC03
1529,CHEMBL639,R01AC03
1530,CHEMBL639,R06AX19
1531,CHEMBL639,S01GX07
1535,CHEMBL64,J04AC01
1536,CHEMBL64,J04AC51
1538,CHEMBL640,C01BA02
1540,CHEMBL643,D04AA10
1541,CHEMBL643,R06AD02
1542,CHEMBL643,R06AD52
1545,CHEMBL644,N06AA06
1547,CHEMBL654,N06AX11
1549,CHEMBL645,C07AB07
1551,CHEMBL647,S01EA03
1553,CHEMBL648,R06AE03
1554,CHEMBL648,R06AE53
1556,CHEMBL649,C07AA12
1558,CHEMBL650,D07AA01
1559,CHEMBL650,D10AA02
1560,CHEMBL650,H02AB04
1561,CHEMBL650,H02BX01
1565,CHEMBL651,N07BC02
1566,CHEMBL651,N02AC52
1568,CHEMBL681,N01AX07
1570,CHEMBL684,P02CB02
1572,CHEMBL74632,J01DD06
1574,CHEMBL723,C07AG02
1576,CHEMBL71,N05AA01
1578,CHEMBL710,D11AX10
1579,CHEMBL710,G04CB01
1582,CHEMBL713,J05AF10
1584,CHEMBL717,G03AC06
1585,CHEMBL717,G03DA02
1586,CHEMBL717,L02AB02
1590,CHEMBL719,D06AX09
1591,CHEMBL719,R01AX06
1594,CHEMBL72,N06AA01
1596,CHEMBL726,N05AB02
1598,CHEMBL709,G04CA01
1600,CHEMBL727,L01BB03
1602,CHEMBL728,N05AB04
1604,CHEMBL730,C01DA02
1605,CHEMBL730,C05AE01
1606,CHEMBL730,C01DA52
1609,CHEMBL734,G04BX03
1611,CHEMBL741,N03AX09
1613,CHEMBL70927,V03AC02
1615,CHEMBL707,C02CA04
1617,CHEMBL685,P02CA01
1618,CHEMBL685,P02CA51
1620,CHEMBL698,C05AD02
1621,CHEMBL698,D04AB06
1622,CHEMBL698,N01BA03
1623,CHEMBL698,S01HA03
1628,CHEMBL686,M01AG01
1630,CHEMBL692,A06AG04
1631,CHEMBL692,A06AX01
1634,CHEMBL695,N03AC02
1636,CHEMBL696,N03AD01
1637,CHEMBL696,N03AD51
1639,CHEMBL6966,C08DA01
1641,CHEMBL6966,C08DA51
1642,CHEMBL697,N03AD03
1644,CHEMBL70,N02AA01
1645,CHEMBL70,N02AA51
1646,CHEMBL70,A07DA52
1648,CHEMBL700,J01EB04
1650,CHEMBL701,M03BX01
1652,CHEMBL702,J01CA12
1654,CHEMBL703,M03AB01
1655,CHEMBL704,A07EC02
1657,CHEMBL70418,N05BA09
1659,CHEMBL636,N06DA03
1661,CHEMBL635,A07EA03
1662,CHEMBL635,H02AB07
1663,CHEMBL634,N01AH02
1665,CHEMBL58,L01DB07
1667,CHEMBL572,J01XE01
1668,CHEMBL572,J01XE51
1669,CHEMBL573,C04AC01
1670,CHEMBL573,C10AD02
1673,CHEMBL573,C10AD52
1674,CHEMBL575,J01CF03
1675,CHEMBL582,D08AX05
1677,CHEMBL571,M01AE03
1678,CHEMBL571,M02AA10
1679,CHEMBL571,M01AE53
1682,CHEMBL58323,N03AX18
1684,CHEMBL584,J05AE04
1686,CHEMBL585,C03DB02
1688,CHEMBL588,C01CA19
1690,CHEMBL571546,D06BX03
1692,CHEMBL633,C01BD01
1694,CHEMBL566315,A05AA04
1696,CHEMBL560976,J01GB09
1698,CHEMBL561,J01MA07
1699,CHEMBL561,S01AE04
1702,CHEMBL562,D01AA08
1703,CHEMBL562,D01BA01
1706,CHEMBL563,M01AE09
1707,CHEMBL563,M02AA19
1708,CHEMBL563,R02AX01
1709,CHEMBL563,S01BC04
1714,CHEMBL564,N05AA03
1716,CHEMBL56564,A04AA03
1717,CHEMBL566534,P01BE02
1719,CHEMBL570,N05AA05
1721,CHEMBL566752,V09AX06
1723,CHEMBL567,N05AB03
1725,CHEMBL568,N05BA04
1727,CHEMBL569,C05AD05
1728,CHEMBL569,N01BA02
1729,CHEMBL569,S01HA05
1730,CHEMBL569,N01BA52
1734,CHEMBL569713,S01FA02
1735,CHEMBL569713,A04AD01
1736,CHEMBL569713,A04AD51
1737,CHEMBL569713,N05CM05
1738,CHEMBL57,J05AG01
1740,CHEMBL59,C01CA04
1742,CHEMBL590,B02BA02
1744,CHEMBL621,N06AX05
1746,CHEMBL614,J04AK01
1748,CHEMBL615,J01CE02
1750,CHEMBL61593,C03AA09
1752,CHEMBL617,J01DB03
1754,CHEMBL622,M01AB08
1756,CHEMBL625,D01AC06
1757,CHEMBL625,P02CA02
1760,CHEMBL628,C04AD03
1762,CHEMBL629,N06AA09
1764,CHEMBL631,C01BC03
1766,CHEMBL632,A07EA04
1767,CHEMBL632,C05AA05
1768,CHEMBL632,D07AC01
1769,CHEMBL632,D07XC01
1770,CHEMBL632,H02AB01
1771,CHEMBL632,R01AD06
1772,CHEMBL632,R03BA04
1773,CHEMBL632,S01BA06
1774,CHEMBL632,S01CB04
1775,CHEMBL632,S02BA07
1776,CHEMBL632,S03BA03
1788,CHEMBL611,G04CA03
1790,CHEMBL61,D06BB04
1792,CHEMBL609,A16AX12
1793,CHEMBL608533,L01EX10
1795,CHEMBL608,C10AX02
1797,CHEMBL607,N02AB02
1798,CHEMBL607,N02AB52
1800,CHEMBL607,N02AB72
1801,CHEMBL605846,R03AC19
1803,CHEMBL603,R03DC01
1805,CHEMBL602,A16AA04
1806,CHEMBL602,S01XA21
1809,CHEMBL601719,L01ED01
1811,CHEMBL601,L01XD04
1813,CHEMBL600,R05CB01
1814,CHEMBL600,S01XA08
1815,CHEMBL600,V03AB23
1819,CHEMBL599,M01AC06
1820,CHEMBL599,M01AC56
1822,CHEMBL597,C04AB01
1823,CHEMBL597,V03AB36
1826,CHEMBL596,N01AH01
1827,CHEMBL596,N02AB03
1830,CHEMBL596,N01AH51
1831,CHEMBL593,J05AG02
1833,CHEMBL746,R01AC07
1834,CHEMBL746,R03BC03
1835,CHEMBL746,S01GX04
1839,CHEMBL1095283,G01AA08
1840,CHEMBL917,L01BC09
1842,CHEMBL902,A02BA03
1844,CHEMBL902,A02BA53
1845,CHEMBL90555,L01CA02
1847,CHEMBL90593,A14AA07
1848,CHEMBL90593,G03XX01
1851,CHEMBL91,A01AB09
1852,CHEMBL91,A07AC01
1853,CHEMBL91,D01AC02
1854,CHEMBL91,G01AF04
1855,CHEMBL91,J02AB01
1856,CHEMBL91,S02AA13
1861,CHEMBL91,D01AC52
1864,CHEMBL914,R06AX26
1866,CHEMBL916,B01AC17
1868,CHEMBL923,M05BA07
1870,CHEMBL92870,C08EX01
1872,CHEMBL930,A16AA03
1874,CHEMBL931,N01AB01
1876,CHEMBL932,B01AC07
1878,CHEMBL934,V04CD01
1880,CHEMBL900,M03BC51
1881,CHEMBL9,J01MA06
1882,CHEMBL9,S01AE02
1885,CHEMBL939,L01EB01
1887,CHEMBL880,J05AB09
1888,CHEMBL880,S01AD07
1891,CHEMBL870,M05BA04
1893,CHEMBL871,M05BA01
1895,CHEMBL878,C03BA08
1897,CHEMBL87992,N03AF04
1899,CHEMBL88,L01AA01
1900,CHEMBL885,J05AF09
1902,CHEMBL898,N02BA11
1904,CHEMBL888,L01BC05
1906,CHEMBL893,J01CF01
1908,CHEMBL895,N02AF02
1910,CHEMBL89598,N03AG04
1912,CHEMBL896,N05BB01
1914,CHEMBL896,N05BB51
1915,CHEMBL897,M04AB01
1917,CHEMBL93645,M01AB16
1918,CHEMBL93645,M02AA25
1921,CHEMBL94,S01EB05
1922,CHEMBL94,V03AB19
1925,CHEMBL750,N03AX15
1927,CHEMBL990,D01AE23
1929,CHEMBL978,V04CX03
1930,CHEMBL980,R05CA03
1932,CHEMBL985,B05BC02
1933,CHEMBL985,D02AE01
1936,CHEMBL985,D02AE51
1937,CHEMBL986,A11CA01
1938,CHEMBL986,D10AD02
1939,CHEMBL986,R01AX02
1940,CHEMBL986,S01XA02
1945,CHEMBL989,C05AA10
1946,CHEMBL989,D07AC04
1947,CHEMBL989,S01BA15
1948,CHEMBL989,S02BA08
1953,CHEMBL991,J05AF04
1955,CHEMBL976,P02BA01
1957,CHEMBL996,J01DC01
1959,CHEMBL9967,A02BX03
1961,CHEMBL997,M05BA06
1963,CHEMBL998,R06AX13
1965,CHEMBL977,A01AC03
1966,CHEMBL977,A07EA02
1967,CHEMBL977,C05AA01
1968,CHEMBL977,D07AA02
1969,CHEMBL977,D07XA01
1970,CHEMBL977,H02AB09
1971,CHEMBL977,S01BA02
1972,CHEMBL977,S01CB03
1973,CHEMBL977,S02BA01
1974,CHEMBL973,L04AA31
1976,CHEMBL940,N03AX12
1978,CHEMBL959,J05AC02
1980,CHEMBL941,L01EA01
1982,CHEMBL942,A06AB02
1983,CHEMBL942,A06AG02
1986,CHEMBL942,A06AB52
1987,CHEMBL94454,R06AX25
1989,CHEMBL946,R06AX09
1991,CHEMBL953,N04BX02
1993,CHEMBL957,C02KX01
1995,CHEMBL96,N03AG03
1997,CHEMBL972,N04BD01
1999,CHEMBL960,L04AA13
2001,CHEMBL963,N02AA11
2003,CHEMBL964,N07BB01
2004,CHEMBL964,P03AA04
2006,CHEMBL964,P03AA54
2008,CHEMBL968,N05CD01
2010,CHEMBL969,N05BA11
2012,CHEMBL86754,G01AC01
2014,CHEMBL86715,N04AA04
2016,CHEMBL866,L04AA06
2018,CHEMBL803,L01BC01
2020,CHEMBL788,D06BB01
2021,CHEMBL788,J05AB02
2022,CHEMBL788,S01AD01
2026,CHEMBL796,N06BA04
2028,CHEMBL797,N03AD02
2030,CHEMBL799,B01AC23
2032,CHEMBL80,A06AH04
2033,CHEMBL80,V03AB15
2036,CHEMBL802,C02DC01
2037,CHEMBL802,D11AX01
2038,CHEMBL806,L02BB01
2040,CHEMBL781,A08AA05
2042,CHEMBL807,N06DX01
2044,CHEMBL808,D01AC03
2045,CHEMBL808,G01AF05
2048,CHEMBL8085,B05XB03
2050,CHEMBL809,N06AB06
2052,CHEMBL81,G03XC01
2054,CHEMBL813,C09CA02
2056,CHEMBL782,A10BB03
2057,CHEMBL782,V04CA01
2060,CHEMBL864,R06AA08
2062,CHEMBL753,C04AX02
2064,CHEMBL75753,C01CX07
2066,CHEMBL76,P01BA01
2068,CHEMBL761,R01AA08
2069,CHEMBL761,R01AB02
2070,CHEMBL761,S01GA01
2072,CHEMBL761,S01GA51
2075,CHEMBL762,R01AA05
2076,CHEMBL762,R01AB07
2077,CHEMBL762,S01GA04
2081,CHEMBL765,C02CC02
2082,CHEMBL765,S01EX01
2085,CHEMBL76725,C02CC03
2086,CHEMBL779,G04BE08
2088,CHEMBL770,C04AB02
2089,CHEMBL770,M02AX02
2092,CHEMBL771,J04AB01
2094,CHEMBL773,B05CX03
2096,CHEMBL77622,C01CA14
2098,CHEMBL81421,A11HA03
2099,CHEMBL817,A10BB05
2101,CHEMBL853,J05AF03
2103,CHEMBL842,C03AA04
2105,CHEMBL842,C03AH01
2106,CHEMBL844,D11AX21
2107,CHEMBL844,S01EA05
2108,CHEMBL844,S01GA07
2112,CHEMBL846,A11CC04
2113,CHEMBL846,D05AX03
2116,CHEMBL847,P02BA02
2118,CHEMBL849,D08AE04
2119,CHEMBL849,D09AA06
2122,CHEMBL852,L01AA03
2124,CHEMBL856,N03AA03
2126,CHEMBL857,A11HA05
2128,CHEMBL858,V03AB03
2129,CHEMBL86,A03FA01
2131,CHEMBL862,C02AC02
2133,CHEMBL86304,N06AG02
2135,CHEMBL84,L01CE01
2137,CHEMBL839,C07AA15
2138,CHEMBL839,S01ED05
2141,CHEMBL839,S01ED55
2142,CHEMBL838,C09AA07
2144,CHEMBL83668,D01AE18
2146,CHEMBL836,G04CA02
2148,CHEMBL834,M05BA03
2150,CHEMBL833,B01AC05
2152,CHEMBL831,N05AH01
2154,CHEMBL83063,G02CA01
2155,CHEMBL83,L02BA01
2157,CHEMBL829,R06AD01
2159,CHEMBL826,J01MA04
2161,CHEMBL820,L01AB01
2163,CHEMBL819,J01CF04
2165,CHEMBL2010601,R07AX02
2167,CHEMBL982,N07BB05
2169,CHEMBL1201286,A03AB53
2170,CHEMBL1201286,A03AB03
2171,CHEMBL1201294,A07DA01
2173,CHEMBL1201293,N07BB03
2175,CHEMBL1788385,P01AA05
2177,CHEMBL1201288,M03CA01
2178,CHEMBL1201287,R06AB56
2179,CHEMBL1201287,R06AB06
2180,CHEMBL2,C02CA01
2182,CHEMBL1201284,H05BX01
2184,CHEMBL193,C08CA05
2186,CHEMBL193,C08CA55
2187,CHEMBL2107431,G03AC02
2188,CHEMBL2107431,G03DC03
2191,CHEMBL2368925,A04AA04
2192,CHEMBL1201281,D06AX02
2193,CHEMBL1201281,D10AF03
2194,CHEMBL1201281,G01AA05
2195,CHEMBL1201281,J01BA01
2196,CHEMBL1201281,S01AA01
2197,CHEMBL1201281,S02AA01
2198,CHEMBL1201281,S03AA08
2199,CHEMBL1201303,P02CX01
2200,CHEMBL1201271,R06AE01
2201,CHEMBL1201271,R06AE51
2203,CHEMBL1201270,J01XX05
2205,CHEMBL1201266,S01GX05
2207,CHEMBL1201265,D07AA01
2208,CHEMBL1201265,D10AA02
2209,CHEMBL1201265,H02AB04
2210,CHEMBL364713,R05DA07
2212,CHEMBL1201262,S01EA02
2214,CHEMBL38,D10AD01
2215,CHEMBL38,L01XF01
2216,CHEMBL38,D10AD51
2219,CHEMBL1201261,V08AC09
2220,CHEMBL1201260,C02CC01
2221,CHEMBL1201256,R06AA10
2223,CHEMBL398707,N02AA03
2225,CHEMBL40,N03AA02
2227,CHEMBL1201300,V08AA04
2229,CHEMBL1201309,H01CA02
2230,CHEMBL1200952,N06BA03
2231,CHEMBL1201407,S01EE02
2233,CHEMBL1201396,D07AC17
2234,CHEMBL1201396,R01AD08
2235,CHEMBL1201396,R03BA05
2236,CHEMBL1201388,H02AA02
2237,CHEMBL1201362,D07AD01
2238,CHEMBL1433,A01AB22
2239,CHEMBL1433,J01AA02
2240,CHEMBL1201361,D07AB10
2241,CHEMBL1201361,S01BA10
2242,CHEMBL1201360,D07AC21
2243,CHEMBL1201356,G02AB01
2245,CHEMBL1201355,V04CC04
2247,CHEMBL1201349,M03AC05
2248,CHEMBL1201347,N01AH05
2250,CHEMBL1201314,J05AB14
2252,CHEMBL1201346,A07EC04
2253,CHEMBL1201342,N04AA03
2255,CHEMBL1503,A02BC01
2257,CHEMBL1201334,L02AE04
2259,CHEMBL1620875,R05DB07
2261,CHEMBL1201325,A03AB10
2262,CHEMBL1201323,V04CG02
2263,CHEMBL1643,J05AP01
2265,CHEMBL1201321,A07DA04
2267,CHEMBL1201320,A02BC05
2269,CHEMBL1201319,C01CA09
2271,CHEMBL405,N06BA02
2272,CHEMBL405,N06BA01
2274,CHEMBL409,L02BB03
2275,CHEMBL1201245,R06AA01
2276,CHEMBL1201087,G02CB03
2277,CHEMBL1201087,N04BC06
2280,CHEMBL1201173,S01BA08
2282,CHEMBL1201148,H02AB15
2284,CHEMBL1201134,A06AX03
2286,CHEMBL1201129,L01BC08
2288,CHEMBL1201117,M03BA03
2289,CHEMBL1201117,M03BA53
2291,CHEMBL1201117,M03BA73
2292,CHEMBL557555,C10AB08
2294,CHEMBL1201112,L01BB07
2296,CHEMBL595,A10BG03
2298,CHEMBL6,C01EB03
2299,CHEMBL6,M01AB01
2300,CHEMBL6,M02AA23
2301,CHEMBL6,S01BC01
2304,CHEMBL6,M01AB51
2307,CHEMBL1201101,G03BA03
2309,CHEMBL1201075,V08AB12
2311,CHEMBL1201046,J01DC11
2313,CHEMBL1201012,D07AC07
2315,CHEMBL1201,N05AF04
2317,CHEMBL1200993,M03AC02
2318,CHEMBL1200973,G03CA03
2319,CHEMBL1200973,G03CA53
2321,CHEMBL6437,N06AX03
2323,CHEMBL1200969,G04CB02
2325,CHEMBL1200963,S01EE03
2327,CHEMBL1200959,R06AD04
2329,CHEMBL1201182,L01EG01
2331,CHEMBL548,G02AD02
2333,CHEMBL511142,N07BC01
2334,CHEMBL511142,N07BC51
2335,CHEMBL511142,N02AE01
2336,CHEMBL493,G02CB01
2337,CHEMBL493,N04BC01
2340,CHEMBL1201237,S01ED03
2342,CHEMBL1201234,C01CA11
2344,CHEMBL1201232,A03AB09
2345,CHEMBL1201229,S01EB04
2346,CHEMBL1201224,J01DD05
2347,CHEMBL1201222,N06BA12
2349,CHEMBL1201220,V08AA01
2351,CHEMBL1201219,M03AC03
2352,CHEMBL1201217,N01BX02
2353,CHEMBL1201217,R02AD04
2356,CHEMBL1201216,S01EX02
2358,CHEMBL1201213,R03AC07
2359,CHEMBL1201213,R03CC06
2362,CHEMBL1201212,C01CA17
2364,CHEMBL42,N05AH02
2366,CHEMBL1201210,N05CM06
2368,CHEMBL1201204,J01DD11
2370,CHEMBL469,M01AB15
2371,CHEMBL469,S01BC05
2374,CHEMBL1201202,B01AX05
2375,CHEMBL1201196,D01AC14
2376,CHEMBL1201196,G01AF19
2379,CHEMBL473,C01BD04
2381,CHEMBL1201192,N06BA13
2383,CHEMBL1412,P02CB01
2385,CHEMBL1201747,S01GX11
2387,CHEMBL1201748,L01CD04
2389,CHEMBL1262,G01AF17
2390,CHEMBL1262,D01AC11
2391,CHEMBL1261,A09AB04
2393,CHEMBL126,J01XX08
2395,CHEMBL1259059,J05AP08
2397,CHEMBL460499,L01BC04
2399,CHEMBL1257051,J01XX11
2401,CHEMBL1257,N01AB04
2403,CHEMBL496,D08AE01
2405,CHEMBL1256786,R03AC13
2407,CHEMBL1256391,L04AX05
2409,CHEMBL1256,N01AB06
2411,CHEMBL1255943,A09AB01
2413,CHEMBL1255800,A07AA12
2414,CHEMBL1237119,B01AC21
2416,CHEMBL1251,H01CC01
2418,CHEMBL125,P01CZ04
2419,CHEMBL125,P01CX04
2420,CHEMBL62193,J01ED01
2422,CHEMBL1242,G04BX06
2423,CHEMBL623,N06AX06
2425,CHEMBL1241951,J05AX18
2427,CHEMBL1241,D04AA04
2428,CHEMBL1241,R06AC04
2431,CHEMBL1239,P03AX01
2433,CHEMBL1238,D10AX03
2435,CHEMBL1237132,C08CA16
2437,CHEMBL1263,R03AC12
2439,CHEMBL1265,D10AD03
